eval,best_fitness,best_cov,best_time,best_size,is_feasible,best_selected_tests,best_included_elements
4310,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4311,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4312,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4313,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4314,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4315,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4316,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4317,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4318,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4319,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4320,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4321,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4322,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4323,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4324,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4325,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4326,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4327,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4328,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4329,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4330,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4331,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4332,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4333,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4334,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4335,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4336,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4337,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4338,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4339,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4340,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4341,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4342,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4343,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4344,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4345,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4346,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4347,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4348,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4349,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4350,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4351,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4352,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4353,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4354,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4355,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4356,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4357,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4358,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4359,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4360,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4361,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4362,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4363,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4364,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4365,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4366,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4367,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4368,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4369,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4370,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4371,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4372,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4373,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4374,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4375,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4376,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4377,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4378,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4379,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4380,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4381,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4382,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4383,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4384,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4385,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4386,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4387,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4388,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4389,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4390,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4391,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4392,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4393,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4394,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4395,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4396,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4397,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4398,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4399,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4400,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4401,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4402,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4403,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4404,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4405,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4406,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4407,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4408,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4409,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4410,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4411,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4412,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4413,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4414,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4415,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4416,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4417,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4418,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4419,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4420,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4421,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4422,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4423,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4424,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4425,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4426,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4427,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4428,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4429,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4430,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4431,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4432,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4433,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4434,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4435,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4436,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4437,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4438,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4439,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4440,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4441,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4442,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4443,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4444,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
4445,0.949662,20,10.4000,7,1,"t2 t3 t5 t11 t14 t17 t23","e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20"
